PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34293851","Supervised clustering of high-dimensional data using regularized mixture modeling","Chang W, Wan C, Zang Y, Zhang C, Cao S.","Brief Bioinform. 2021 Jul 20;22(4):bbaa291. doi: 10.1093/bib/bbaa291.","Chang W","Brief Bioinform","2021","2021/07/23","PMC8294591","","10.1093/bib/bbaa291"
"34020549","Proteome-scale analysis of phase-separated proteins in immunofluorescence images","Yu C, Shen B, You K, Huang Q, Shi M, Wu C, Chen Y, Zhang C, Li T.","Brief Bioinform. 2021 May 20;22(3):bbaa187. doi: 10.1093/bib/bbaa187.","Yu C","Brief Bioinform","2021","2021/05/22","","","10.1093/bib/bbaa187"
"34643219","Optimizing genomic control in mixed model associations with binary diseases","Song Y, Yang L, Jiang L, Hao Z, Yang R, Xu P.","Brief Bioinform. 2021 Oct 13:bbab426. doi: 10.1093/bib/bbab426. Online ahead of print.","Song Y","Brief Bioinform","2021","2021/10/13","","","10.1093/bib/bbab426"
"34058752","Assessing the performance of computational predictors for estimating protein stability changes upon missense mutations","Iqbal S, Li F, Akutsu T, Ascher DB, Webb GI, Song J.","Brief Bioinform. 2021 Nov 5;22(6):bbab184. doi: 10.1093/bib/bbab184.","Iqbal S","Brief Bioinform","2021","2021/05/31","","","10.1093/bib/bbab184"
"34415294","Comparison of approaches to transcriptomic analysis in multi-sampled tumors","Ku AT, Wilkinson S, Sowalsky AG.","Brief Bioinform. 2021 Nov 5;22(6):bbab337. doi: 10.1093/bib/bbab337.","Ku AT","Brief Bioinform","2021","2021/08/20","PMC8575041","","10.1093/bib/bbab337"
"34226918","Improving protein fold recognition using triplet network and ensemble deep learning","Liu Y, Han K, Zhu YH, Zhang Y, Shen LC, Song J, Yu DJ.","Brief Bioinform. 2021 Nov 5;22(6):bbab248. doi: 10.1093/bib/bbab248.","Liu Y","Brief Bioinform","2021","2021/07/06","","","10.1093/bib/bbab248"
"33537726","Accurate prediction of multi-label protein subcellular localization through multi-view feature learning with RBRL classifier","Zhang Q, Zhang Y, Li S, Han Y, Jin S, Gu H, Yu B.","Brief Bioinform. 2021 Sep 2;22(5):bbab012. doi: 10.1093/bib/bbab012.","Zhang Q","Brief Bioinform","2021","2021/02/04","","","10.1093/bib/bbab012"
"34020547","FS-GBDT: identification multicancer-risk module via a feature selection algorithm by integrating Fisher score and GBDT","Zhang J, Xu D, Hao K, Zhang Y, Chen W, Liu J, Gao R, Wu C, De Marinis Y.","Brief Bioinform. 2021 May 20;22(3):bbaa189. doi: 10.1093/bib/bbaa189.","Zhang J","Brief Bioinform","2021","2021/05/22","","","10.1093/bib/bbaa189"
"33757278","How do we share data in COVID-19 research? A systematic review of COVID-19 datasets in PubMed Central Articles","Zuo X, Chen Y, Ohno-Machado L, Xu H.","Brief Bioinform. 2021 Mar 22;22(2):800-811. doi: 10.1093/bib/bbaa331.","Zuo X","Brief Bioinform","2021","2021/03/24","PMC7799277","","10.1093/bib/bbaa331"
"33959753","Anti-bias training for (sc)RNA-seq: experimental and computational approaches to improve precision","Davies P, Jones M, Liu J, Hebenstreit D.","Brief Bioinform. 2021 Nov 5;22(6):bbab148. doi: 10.1093/bib/bbab148.","Davies P","Brief Bioinform","2021","2021/05/07","PMC8574610","","10.1093/bib/bbab148"
"34058750","Quercetin for COVID-19 and DENGUE co-infection: a potential therapeutic strategy of targeting critical host signal pathways triggered by SARS-CoV-2 and DENV","Zheng W, Wu H, Wang T, Zhan S, Liu X.","Brief Bioinform. 2021 Nov 5;22(6):bbab199. doi: 10.1093/bib/bbab199.","Zheng W","Brief Bioinform","2021","2021/05/31","PMC8195157","","10.1093/bib/bbab199"
"34415289","Prediction of RBP binding sites on circRNAs using an LSTM-based deep sequence learning architecture","Wang Z, Lei X.","Brief Bioinform. 2021 Nov 5;22(6):bbab342. doi: 10.1093/bib/bbab342.","Wang Z","Brief Bioinform","2021","2021/08/20","","","10.1093/bib/bbab342"
"34015820","Benchmarking association analyses of continuous exposures with RNA-seq in observational studies","Sofer T, Kurniansyah N, Aguet F, Ardlie K, Durda P, Nickerson DA, Smith JD, Liu Y, Gharib SA, Redline S, Rich SS, Rotter JI, Taylor KD.","Brief Bioinform. 2021 Nov 5;22(6):bbab194. doi: 10.1093/bib/bbab194.","Sofer T","Brief Bioinform","2021","2021/05/20","PMC8574950","","10.1093/bib/bbab194"
"33954576","Prediction of tumor purity from gene expression data using machine learning","Koo B, Rhee JK.","Brief Bioinform. 2021 Nov 5;22(6):bbab163. doi: 10.1093/bib/bbab163.","Koo B","Brief Bioinform","2021","2021/05/06","","","10.1093/bib/bbab163"
"34017993","Machine learning builds full-QM precision protein force fields in seconds","Han Y, Wang Z, Wei Z, Liu J, Li J.","Brief Bioinform. 2021 Nov 5;22(6):bbab158. doi: 10.1093/bib/bbab158.","Han Y","Brief Bioinform","2021","2021/05/21","","","10.1093/bib/bbab158"
"34585247","A versatile and scalable single-cell data integration algorithm based on domain-adversarial and variational approximation","Hu J, Zhong Y, Shang X.","Brief Bioinform. 2021 Sep 28:bbab400. doi: 10.1093/bib/bbab400. Online ahead of print.","Hu J","Brief Bioinform","2021","2021/09/29","","","10.1093/bib/bbab400"
"34498673","A general optimization protocol for molecular property prediction using a deep learning network","Chen JH, Tseng YJ.","Brief Bioinform. 2021 Sep 8:bbab367. doi: 10.1093/bib/bbab367. Online ahead of print.","Chen JH","Brief Bioinform","2021","2021/09/09","","","10.1093/bib/bbab367"
"34015824","A systematic comparison of normalization methods for eQTL analysis","Yang J, Wang D, Yang Y, Yang W, Jin W, Niu X, Gong J.","Brief Bioinform. 2021 Nov 5;22(6):bbab193. doi: 10.1093/bib/bbab193.","Yang J","Brief Bioinform","2021","2021/05/20","","","10.1093/bib/bbab193"
"33751027","iDHS-Deep: an integrated tool for predicting DNase I hypersensitive sites by deep neural network","Dao FY, Lv H, Su W, Sun ZJ, Huang QL, Lin H.","Brief Bioinform. 2021 Sep 2;22(5):bbab047. doi: 10.1093/bib/bbab047.","Dao FY","Brief Bioinform","2021","2021/03/22","","","10.1093/bib/bbab047"
"34453158","Detection algorithms and attentive points of safety signal using spontaneous reporting systems as a clinical data source","Noguchi Y, Tachi T, Teramachi H.","Brief Bioinform. 2021 Nov 5;22(6):bbab347. doi: 10.1093/bib/bbab347.","Noguchi Y","Brief Bioinform","2021","2021/08/28","","","10.1093/bib/bbab347"
"34137435","COSMIC Cancer Gene Census 3D database: understanding the impacts of mutations on cancer targets","Alsulami AF, Torres PHM, Moghul I, Arif SM, Chaplin AK, Vedithi SC, Blundell TL.","Brief Bioinform. 2021 Nov 5;22(6):bbab220. doi: 10.1093/bib/bbab220.","Alsulami AF","Brief Bioinform","2021","2021/06/17","PMC8574963","","10.1093/bib/bbab220"
"34151932","An integrated approach for copy number variation discovery in parent-offspring trios","Liu Y, Wu X, Wang Y.","Brief Bioinform. 2021 Nov 5;22(6):bbab230. doi: 10.1093/bib/bbab230.","Liu Y","Brief Bioinform","2021","2021/06/21","","","10.1093/bib/bbab230"
"33866367","usDSM: a novel method for deleterious synonymous mutation prediction using undersampling scheme","Tang X, Zhang T, Cheng N, Wang H, Zheng CH, Xia J, Zhang T.","Brief Bioinform. 2021 Sep 2;22(5):bbab123. doi: 10.1093/bib/bbab123.","Tang X","Brief Bioinform","2021","2021/04/18","","","10.1093/bib/bbab123"
"34849577","Focused goodness of fit tests for gene set analyses","Zhang M, Gelfman S, Martins Moreno CA, McCarthy JM, Harms MB, Goldstein DB, Allen AS.","Brief Bioinform. 2021 Nov 27:bbab472. doi: 10.1093/bib/bbab472. Online ahead of print.","Zhang M","Brief Bioinform","2021","2021/12/01","","","10.1093/bib/bbab472"
"34607360","Learning representation for multiple biological networks via a robust graph regularized integration approach","Zhang X, Wang W, Ren CX, Dai DQ.","Brief Bioinform. 2021 Oct 5:bbab409. doi: 10.1093/bib/bbab409. Online ahead of print.","Zhang X","Brief Bioinform","2021","2021/10/04","","","10.1093/bib/bbab409"
"34891172","HINGRL: predicting drug-disease associations with graph representation learning on heterogeneous information networks","Zhao BW, Hu L, You ZH, Wang L, Su XR.","Brief Bioinform. 2021 Dec 9:bbab515. doi: 10.1093/bib/bbab515. Online ahead of print.","Zhao BW","Brief Bioinform","2021","2021/12/10","","","10.1093/bib/bbab515"
"34323927","GESLM algorithm for detecting causal SNPs in GWAS with multiple phenotypes","Lyu R, Sun J, Xu D, Jiang Q, Wei C, Zhang Y.","Brief Bioinform. 2021 Nov 5;22(6):bbab276. doi: 10.1093/bib/bbab276.","Lyu R","Brief Bioinform","2021","2021/07/29","","","10.1093/bib/bbab276"
"33837387","SAResNet: self-attention residual network for predicting DNA-protein binding","Shen LC, Liu Y, Song J, Yu DJ.","Brief Bioinform. 2021 Sep 2;22(5):bbab101. doi: 10.1093/bib/bbab101.","Shen LC","Brief Bioinform","2021","2021/04/10","PMC8579196","","10.1093/bib/bbab101"
"34415020","DNAgenie: accurate prediction of DNA-type-specific binding residues in protein sequences","Zhang J, Ghadermarzi S, Katuwawala A, Kurgan L.","Brief Bioinform. 2021 Nov 5;22(6):bbab336. doi: 10.1093/bib/bbab336.","Zhang J","Brief Bioinform","2021","2021/08/20","","","10.1093/bib/bbab336"
"34368838","Deep fusion learning facilitates anatomical therapeutic chemical recognition in drug repurposing and discovery","Wang X, Liu M, Zhang Y, He S, Qin C, Li Y, Lu T.","Brief Bioinform. 2021 Nov 5;22(6):bbab289. doi: 10.1093/bib/bbab289.","Wang X","Brief Bioinform","2021","2021/08/09","","","10.1093/bib/bbab289"
"34529041","NiPTUNE: an automated pipeline for noninvasive prenatal testing in an accurate, integrative and flexible framework","Duboc V, Pratella D, Milanesio M, Boudjarane J, Descombes S, Paquis-Flucklinger V, Bottini S.","Brief Bioinform. 2021 Sep 15:bbab380. doi: 10.1093/bib/bbab380. Online ahead of print.","Duboc V","Brief Bioinform","2021","2021/09/16","","","10.1093/bib/bbab380"
"33834186","Network-based modeling of herb combinations in traditional Chinese medicine","Wang Y, Yang H, Chen L, Jafari M, Tang J.","Brief Bioinform. 2021 Sep 2;22(5):bbab106. doi: 10.1093/bib/bbab106.","Wang Y","Brief Bioinform","2021","2021/04/09","PMC8425426","","10.1093/bib/bbab106"
"33954583","Resilience function uncovers the critical transitions in cancer initiation","Li Y, Zhang SW.","Brief Bioinform. 2021 Nov 5;22(6):bbab175. doi: 10.1093/bib/bbab175.","Li Y","Brief Bioinform","2021","2021/05/06","","","10.1093/bib/bbab175"
"34013324","Identification of genetic variations associated with drug resistance in non-small cell lung cancer patients undergoing systemic treatment","Luo R, Ge C, Xiao X, Song J, Miao S, Tang Y, Lai J, Nian W, Song F, Ran L.","Brief Bioinform. 2021 Nov 5;22(6):bbab187. doi: 10.1093/bib/bbab187.","Luo R","Brief Bioinform","2021","2021/05/20","PMC8574960","","10.1093/bib/bbab187"
"33634313","A sequence-based deep learning approach to predict CTCF-mediated chromatin loop","Lv H, Dao FY, Zulfiqar H, Su W, Ding H, Liu L, Lin H.","Brief Bioinform. 2021 Sep 2;22(5):bbab031. doi: 10.1093/bib/bbab031.","Lv H","Brief Bioinform","2021","2021/02/26","","","10.1093/bib/bbab031"
"33975339","WDNE: an integrative graphical model for inferring differential networks from multi-platform gene expression data with missing values","Ou-Yang L, Cai D, Zhang XF, Yan H.","Brief Bioinform. 2021 Nov 5;22(6):bbab086. doi: 10.1093/bib/bbab086.","Ou-Yang L","Brief Bioinform","2021","2021/05/11","","","10.1093/bib/bbab086"
"34624074","Dissecting and predicting different types of binding sites in nucleic acids based on structural information","Jiang Z, Xiao SR, Liu R.","Brief Bioinform. 2021 Oct 9:bbab411. doi: 10.1093/bib/bbab411. Online ahead of print.","Jiang Z","Brief Bioinform","2021","2021/10/08","","","10.1093/bib/bbab411"
"34015817","An artificial neural network model based on DNA damage response genes to predict outcomes of lower-grade glioma patients","Chen J, Qian X, He Y, Han X, Pan Y.","Brief Bioinform. 2021 Nov 5;22(6):bbab190. doi: 10.1093/bib/bbab190.","Chen J","Brief Bioinform","2021","2021/05/20","","","10.1093/bib/bbab190"
"34228787","A comparison of metabolic labeling and statistical methods to infer genome-wide dynamics of RNA turnover","Boileau E, Altmüller J, Naarmann-de Vries IS, Dieterich C.","Brief Bioinform. 2021 Nov 5;22(6):bbab219. doi: 10.1093/bib/bbab219.","Boileau E","Brief Bioinform","2021","2021/07/06","PMC8574959","","10.1093/bib/bbab219"
"33866349","Deep drug-target binding affinity prediction with multiple attention blocks","Zeng Y, Chen X, Luo Y, Li X, Peng D.","Brief Bioinform. 2021 Sep 2;22(5):bbab117. doi: 10.1093/bib/bbab117.","Zeng Y","Brief Bioinform","2021","2021/04/18","PMC8083346","","10.1093/bib/bbab117"
"34850820","Managing the life cycle of a portfolio of open data resources at the SIB Swiss Institute of Bioinformatics","Gabella C, Duvaud S, Durinx C.","Brief Bioinform. 2021 Nov 30:bbab478. doi: 10.1093/bib/bbab478. Online ahead of print.","Gabella C","Brief Bioinform","2021","2021/12/01","","","10.1093/bib/bbab478"
"34875002","DeNOPA: decoding nucleosome positions sensitively with sparse ATAC-seq data","Xu B, Li X, Gao X, Jia Y, Liu J, Li F, Zhang Z.","Brief Bioinform. 2021 Dec 7:bbab469. doi: 10.1093/bib/bbab469. Online ahead of print.","Xu B","Brief Bioinform","2021","2021/12/07","","","10.1093/bib/bbab469"
"34113984","The accurate prediction and characterization of cancerlectin by a combined machine learning and GO analysis","Tang F, Zhang L, Xu L, Zou Q, Feng H.","Brief Bioinform. 2021 Nov 5;22(6):bbab227. doi: 10.1093/bib/bbab227.","Tang F","Brief Bioinform","2021","2021/06/11","","","10.1093/bib/bbab227"
"34571530","scDEA: differential expression analysis in single-cell RNA-sequencing data via ensemble learning","Li HS, Ou-Yang L, Zhu Y, Yan H, Zhang XF.","Brief Bioinform. 2021 Sep 25:bbab402. doi: 10.1093/bib/bbab402. Online ahead of print.","Li HS","Brief Bioinform","2021","2021/09/27","","","10.1093/bib/bbab402"
"34020541","A survey on predicting microbe-disease associations: biological data and computational methods","Wen Z, Yan C, Duan G, Li S, Wu FX, Wang J.","Brief Bioinform. 2021 May 20;22(3):bbaa157. doi: 10.1093/bib/bbaa157.","Wen Z","Brief Bioinform","2021","2021/05/22","","","10.1093/bib/bbaa157"
"34623382","A survey on computational methods in discovering protein inhibitors of SARS-CoV-2","Liu Q, Wan J, Wang G.","Brief Bioinform. 2021 Oct 8:bbab416. doi: 10.1093/bib/bbab416. Online ahead of print.","Liu Q","Brief Bioinform","2021","2021/10/08","PMC8524468","","10.1093/bib/bbab416"
"34020535","Boosting predictabilities of agronomic traits in rice using bivariate genomic selection","Wang S, Xu Y, Qu H, Cui Y, Li R, Chater JM, Yu L, Zhou R, Ma R, Huang Y, Qiao Y, Hu X, Xie W, Jia Z.","Brief Bioinform. 2021 May 20;22(3):bbaa103. doi: 10.1093/bib/bbaa103.","Wang S","Brief Bioinform","2021","2021/05/22","","","10.1093/bib/bbaa103"
"34374760","Cell fate conversion prediction by group sparse optimization method utilizing single-cell and bulk OMICs data","Qin J, Hu Y, Yao JC, Leung RWT, Zhou Y, Qin Y, Wang J.","Brief Bioinform. 2021 Nov 5;22(6):bbab311. doi: 10.1093/bib/bbab311.","Qin J","Brief Bioinform","2021","2021/08/10","","","10.1093/bib/bbab311"
"33539511","A transformer architecture based on BERT and 2D convolutional neural network to identify DNA enhancers from sequence information","Le NQK, Ho QT, Nguyen TT, Ou YY.","Brief Bioinform. 2021 Sep 2;22(5):bbab005. doi: 10.1093/bib/bbab005.","Le NQK","Brief Bioinform","2021","2021/02/04","","","10.1093/bib/bbab005"
"34718395","A comprehensive review of the analysis and integration of omics data for SARS-CoV-2 and COVID-19","Zhu Z, Zhang S, Wang P, Chen X, Bi J, Cheng L, Zhang X.","Brief Bioinform. 2021 Oct 28:bbab446. doi: 10.1093/bib/bbab446. Online ahead of print.","Zhu Z","Brief Bioinform","2021","2021/10/31","PMC8574485","","10.1093/bib/bbab446"
"34962259","Immuno-informatics analysis predicts B and T cell consensus epitopes for designing peptide vaccine against SARS-CoV-2 with 99.82% global population coverage","Shukla P, Pandey P, Prasad B, Robinson T, Purohit R, D'Cruz LG, Tambuwala MM, Mutreja A, Harkin J, Rai TS, Murray EK, Gibson DS, Bjourson AJ.","Brief Bioinform. 2021 Dec 27:bbab496. doi: 10.1093/bib/bbab496. Online ahead of print.","Shukla P","Brief Bioinform","2021","2021/12/28","","","10.1093/bib/bbab496"
"34505623","A network embedding framework based on integrating multiplex network for drug combination prediction","Yu L, Xia M, An Q.","Brief Bioinform. 2021 Sep 9:bbab364. doi: 10.1093/bib/bbab364. Online ahead of print.","Yu L","Brief Bioinform","2021","2021/09/10","","","10.1093/bib/bbab364"
"34414410","Detecting methylation quantitative trait loci using a methylation random field method","Lyu C, Huang M, Liu N, Chen Z, Lupo PJ, Tycko B, Witte JS, Hobbs CA, Li M.","Brief Bioinform. 2021 Nov 5;22(6):bbab323. doi: 10.1093/bib/bbab323.","Lyu C","Brief Bioinform","2021","2021/08/20","PMC8575051","","10.1093/bib/bbab323"
"34486019","GCRFLDA: scoring lncRNA-disease associations using graph convolution matrix completion with conditional random field","Fan Y, Chen M, Pan X.","Brief Bioinform. 2021 Sep 6:bbab361. doi: 10.1093/bib/bbab361. Online ahead of print.","Fan Y","Brief Bioinform","2021","2021/09/06","","","10.1093/bib/bbab361"
"34676398","epitope3D: a machine learning method for conformational B-cell epitope prediction","da Silva BM, Myung Y, Ascher DB, Pires DEV.","Brief Bioinform. 2021 Oct 21:bbab423. doi: 10.1093/bib/bbab423. Online ahead of print.","da Silva BM","Brief Bioinform","2021","2021/10/22","","","10.1093/bib/bbab423"
"34472587","Minimal information for chemosensitivity assays (MICHA): a next-generation pipeline to enable the FAIRification of drug screening experiments","Tanoli Z, Aldahdooh J, Alam F, Wang Y, Seemab U, Fratelli M, Pavlis P, Hajduch M, Bietrix F, Gribbon P, Zaliani A, Hall MD, Shen M, Brimacombe K, Kulesskiy E, Saarela J, Wennerberg K, Vähä-Koskela M, Tang J.","Brief Bioinform. 2021 Sep 1:bbab350. doi: 10.1093/bib/bbab350. Online ahead of print.","Tanoli Z","Brief Bioinform","2021","2021/09/02","","","10.1093/bib/bbab350"
"34013348","ARAMIS: From systematic errors of NGS long reads to accurate assemblies","Sacristán-Horcajada E, González-de la Fuente S, Peiró-Pastor R, Carrasco-Ramiro F, Amils R, Requena JM, Berenguer J, Aguado B.","Brief Bioinform. 2021 Nov 5;22(6):bbab170. doi: 10.1093/bib/bbab170.","Sacristán-Horcajada E","Brief Bioinform","2021","2021/05/20","PMC8574707","","10.1093/bib/bbab170"
"34676393","Ensemble of kernel ridge regression-based small molecule-miRNA association prediction in human disease","Wang CC, Zhu CC, Chen X.","Brief Bioinform. 2021 Oct 21:bbab431. doi: 10.1093/bib/bbab431. Online ahead of print.","Wang CC","Brief Bioinform","2021","2021/10/22","","","10.1093/bib/bbab431"
"34607350","Assessing deep learning methods in cis-regulatory motif finding based on genomic sequencing data","Zhang S, Ma A, Zhao J, Xu D, Ma Q, Wang Y.","Brief Bioinform. 2021 Oct 5:bbab374. doi: 10.1093/bib/bbab374. Online ahead of print.","Zhang S","Brief Bioinform","2021","2021/10/04","","","10.1093/bib/bbab374"
"33971669","Integrative-omics for discovery of network-level disease biomarkers: a case study in Alzheimer's disease","Xie L, He B, Varathan P, Nho K, Risacher SL, Saykin AJ, Salama P, Yan J.","Brief Bioinform. 2021 Nov 5;22(6):bbab121. doi: 10.1093/bib/bbab121.","Xie L","Brief Bioinform","2021","2021/05/10","PMC8574309","","10.1093/bib/bbab121"
"33517367","Virtual screening and molecular dynamics simulation study of plant-derived compounds to identify potential inhibitors of main protease from SARS-CoV-2","Mahmud S, Uddin MAR, Paul GK, Shimu MSS, Islam S, Rahman E, Islam A, Islam MS, Promi MM, Emran TB, Saleh MA.","Brief Bioinform. 2021 Mar 22;22(2):1402-1414. doi: 10.1093/bib/bbaa428.","Mahmud S","Brief Bioinform","2021","2021/01/31","PMC7929365","","10.1093/bib/bbaa428"
"33963832","StackIL6: a stacking ensemble model for improving the prediction of IL-6 inducing peptides","Charoenkwan P, Chiangjong W, Nantasenamat C, Hasan MM, Manavalan B, Shoombuatong W.","Brief Bioinform. 2021 Nov 5;22(6):bbab172. doi: 10.1093/bib/bbab172.","Charoenkwan P","Brief Bioinform","2021","2021/05/08","","","10.1093/bib/bbab172"
"34020539","Comparison of high-throughput single-cell RNA sequencing data processing pipelines","Gao M, Ling M, Tang X, Wang S, Xiao X, Qiao Y, Yang W, Yu R.","Brief Bioinform. 2021 May 20;22(3):bbaa116. doi: 10.1093/bib/bbaa116.","Gao M","Brief Bioinform","2021","2021/05/22","","","10.1093/bib/bbaa116"
"34962264","Detection of transcription factors binding to methylated DNA by deep recurrent neural network","Li H, Gong Y, Liu Y, Lin H, Wang G.","Brief Bioinform. 2021 Dec 27:bbab533. doi: 10.1093/bib/bbab533. Online ahead of print.","Li H","Brief Bioinform","2021","2021/12/28","","","10.1093/bib/bbab533"
"34524404","DeepMotifSyn: a deep learning approach to synthesize heterodimeric DNA motifs","Lin J, Huang L, Chen X, Zhang S, Wong KC.","Brief Bioinform. 2021 Sep 14:bbab334. doi: 10.1093/bib/bbab334. Online ahead of print.","Lin J","Brief Bioinform","2021","2021/09/15","","","10.1093/bib/bbab334"
"33822893","Rank normalization empowers a t-test for microbiome differential abundance analysis while controlling for false discoveries","Davis ML, Huang Y, Wang K.","Brief Bioinform. 2021 Sep 2;22(5):bbab059. doi: 10.1093/bib/bbab059.","Davis ML","Brief Bioinform","2021","2021/04/06","","","10.1093/bib/bbab059"
"34117740","PSSP-MVIRT: peptide secondary structure prediction based on a multi-view deep learning architecture","Cao X, He W, Chen Z, Li Y, Wang K, Zhang H, Wei L, Cui L, Su R, Wei L.","Brief Bioinform. 2021 Nov 5;22(6):bbab203. doi: 10.1093/bib/bbab203.","Cao X","Brief Bioinform","2021","2021/06/12","","","10.1093/bib/bbab203"
"33963834","ProTICS reveals prognostic impact of tumor infiltrating immune cells in different molecular subtypes","Liu S, Zhang Y, Shang X, Zhang Z.","Brief Bioinform. 2021 Nov 5;22(6):bbab164. doi: 10.1093/bib/bbab164.","Liu S","Brief Bioinform","2021","2021/05/08","","","10.1093/bib/bbab164"
"33758926","SBGN Bricks Ontology as a tool to describe recurring concepts in molecular networks","Rougny A, Touré V, Albanese J, Waltemath D, Shirshov D, Sorokin A, Bader GD, Blinov ML, Mazein A.","Brief Bioinform. 2021 Sep 2;22(5):bbab049. doi: 10.1093/bib/bbab049.","Rougny A","Brief Bioinform","2021","2021/03/24","PMC8425392","","10.1093/bib/bbab049"
"34396417","APPTEST is a novel protocol for the automatic prediction of peptide tertiary structures","Timmons PB, Hewage CM.","Brief Bioinform. 2021 Nov 5;22(6):bbab308. doi: 10.1093/bib/bbab308.","Timmons PB","Brief Bioinform","2021","2021/08/16","PMC8575040","","10.1093/bib/bbab308"
"34151933","Human host status inference from temporal microbiome changes via recurrent neural networks","Chen X, Liu L, Zhang W, Yang J, Wong KC.","Brief Bioinform. 2021 Nov 5;22(6):bbab223. doi: 10.1093/bib/bbab223.","Chen X","Brief Bioinform","2021","2021/06/21","","","10.1093/bib/bbab223"
"34020545","The winning methods for predicting cellular position in the DREAM single-cell transcriptomics challenge","Pham VVH, Li X, Truong B, Nguyen T, Liu L, Li J, Le TD.","Brief Bioinform. 2021 May 20;22(3):bbaa181. doi: 10.1093/bib/bbaa181.","Pham VVH","Brief Bioinform","2021","2021/05/22","","","10.1093/bib/bbaa181"
"33866350","Is acupuncture effective in the treatment of COVID-19 related symptoms? Based on bioinformatics/network topology strategy","Han Z, Zhang Y, Wang P, Tang Q, Zhang K.","Brief Bioinform. 2021 Sep 2;22(5):bbab110. doi: 10.1093/bib/bbab110.","Han Z","Brief Bioinform","2021","2021/04/18","PMC8083275","","10.1093/bib/bbab110"
"34524425","A cross-study analysis of drug response prediction in cancer cell lines","Xia F, Allen J, Balaprakash P, Brettin T, Garcia-Cardona C, Clyde A, Cohn J, Doroshow J, Duan X, Dubinkina V, Evrard Y, Fan YJ, Gans J, He S, Lu P, Maslov S, Partin A, Shukla M, Stahlberg E, Wozniak JM, Yoo H, Zaki G, Zhu Y, Stevens R.","Brief Bioinform. 2021 Sep 14:bbab356. doi: 10.1093/bib/bbab356. Online ahead of print.","Xia F","Brief Bioinform","2021","2021/09/15","","","10.1093/bib/bbab356"
"34545927","Enhancing discoveries of molecular QTL studies with small sample size using summary statistic imputation","Wang T, Liu Y, Yin Q, Geng J, Chen J, Yin X, Wang Y, Shang X, Tian C, Wang Y, Peng J.","Brief Bioinform. 2021 Sep 20:bbab370. doi: 10.1093/bib/bbab370. Online ahead of print.","Wang T","Brief Bioinform","2021","2021/09/21","","","10.1093/bib/bbab370"
"34402865","XOmiVAE: an interpretable deep learning model for cancer classification using high-dimensional omics data","Withnell E, Zhang X, Sun K, Guo Y.","Brief Bioinform. 2021 Nov 5;22(6):bbab315. doi: 10.1093/bib/bbab315.","Withnell E","Brief Bioinform","2021","2021/08/17","PMC8575033","","10.1093/bib/bbab315"
"33822887","siGCD: a web server to explore survival interaction of genes, cells and drugs in human cancers","Cui X, Han L, Liu Y, Li Y, Sun W, Song B, Zhou W, Zhang Y, Wang H.","Brief Bioinform. 2021 Sep 2;22(5):bbab058. doi: 10.1093/bib/bbab058.","Cui X","Brief Bioinform","2021","2021/04/06","","","10.1093/bib/bbab058"
"34374742","Supervised application of internal validation measures to benchmark dimensionality reduction methods in scRNA-seq data","Koch FC, Sutton GJ, Voineagu I, Vafaee F.","Brief Bioinform. 2021 Nov 5;22(6):bbab304. doi: 10.1093/bib/bbab304.","Koch FC","Brief Bioinform","2021","2021/08/10","","","10.1093/bib/bbab304"
"33611340","Identification of biomarkers and pathways for the SARS-CoV-2 infections that make complexities in pulmonary arterial hypertension patients","Taz TA, Ahmed K, Paul BK, Al-Zahrani FA, Mahmud SMH, Moni MA.","Brief Bioinform. 2021 Mar 22;22(2):1451-1465. doi: 10.1093/bib/bbab026.","Taz TA","Brief Bioinform","2021","2021/02/21","PMC7929374","","10.1093/bib/bbab026"
"34864888","iRice-MS: An integrated XGBoost model for detecting multitype post-translational modification sites in rice","Lv H, Zhang Y, Wang JS, Yuan SS, Sun ZJ, Dao FY, Guan ZX, Lin H, Deng KJ.","Brief Bioinform. 2021 Dec 2:bbab486. doi: 10.1093/bib/bbab486. Online ahead of print.","Lv H","Brief Bioinform","2021","2021/12/05","","","10.1093/bib/bbab486"
"34424948","DeepDRIM: a deep neural network to reconstruct cell-type-specific gene regulatory network using single-cell RNA-seq data","Chen J, Cheong C, Lan L, Zhou X, Liu J, Lyu A, Cheung WK, Zhang L.","Brief Bioinform. 2021 Nov 5;22(6):bbab325. doi: 10.1093/bib/bbab325.","Chen J","Brief Bioinform","2021","2021/08/23","PMC8499812","","10.1093/bib/bbab325"
"34601563","Advances, challenges and opportunities of phylogenetic and social network analysis using COVID-19 data","Wang Y, Zhao Y, Pan Q.","Brief Bioinform. 2021 Oct 2:bbab406. doi: 10.1093/bib/bbab406. Online ahead of print.","Wang Y","Brief Bioinform","2021","2021/10/03","","","10.1093/bib/bbab406"
"34021560","WEVar: a novel statistical learning framework for predicting noncoding regulatory variants","Wang Y, Jiang Y, Yao B, Huang K, Liu Y, Wang Y, Qin X, Saykin AJ, Chen L.","Brief Bioinform. 2021 Nov 5;22(6):bbab189. doi: 10.1093/bib/bbab189.","Wang Y","Brief Bioinform","2021","2021/05/22","PMC8574971","","10.1093/bib/bbab189"
